counter,county,state,address_cross
517,"El Paso","TX","10535   MONTWOOD DR K104"
518,"El Paso","TX","10535   MONTWOOD DR V"
519,"El Paso","TX","10535   MONTWOOD DR W 217"
520,"El Paso","TX","10540   SHANNON PL B"
521,"El Paso","TX","10541   GRAN CIMA LN   D"
522,"El Paso","TX","10541   GRAN CIMA LN D"
523,"El Paso","TX","1055   DONIPHAN PARK CIR C"
524,"El Paso","TX","10550   MCCOMBS ST 11"
525,"El Paso","TX","10550   MCCOMBS ST 13 A"
526,"El Paso","TX","10550   MCCOMBS ST 2 1"
527,"El Paso","TX","10550   MCCOMBS ST 27"
528,"El Paso","TX","10550   MCCOMBS ST 41"
529,"El Paso","TX","10550   MCCOMBS ST 49"
530,"El Paso","TX","10550   MCCOMBS ST 65 4"
531,"El Paso","TX","10550   MCCOMBS ST 7"
532,"El Paso","TX","10550   MCCOMBS ST 70 4"
533,"El Paso","TX","10550   MCCOMBS ST 85"
534,"El Paso","TX","10550   MCCOMBS ST 93 5"
535,"El Paso","TX","10556   SHANNON PL D"
536,"El Paso","TX","10560   PALOMINO ST"
537,"El Paso","TX","10561   SHANNON PL   V"
538,"El Paso","TX","10561   SHANNON PL 101 O"
539,"El Paso","TX","10561   SHANNON PL 115 P"
540,"El Paso","TX","10561   SHANNON PL 125 R"
541,"El Paso","TX","10561   SHANNON PL 142 T"
542,"El Paso","TX","10561   SHANNON PL 145 U"
543,"El Paso","TX","10561   SHANNON PL 147"
544,"El Paso","TX","10561   SHANNON PL 161 W"
545,"El Paso","TX","10561   SHANNON PL 163"
546,"El Paso","TX","10561   SHANNON PL 163 W"
547,"El Paso","TX","10561   SHANNON PL 168"
548,"El Paso","TX","10561   SHANNON PL 172W"
549,"El Paso","TX","10561   SHANNON PL 173 Y"
550,"El Paso","TX","10561   SHANNON PL 2 A"
551,"El Paso","TX","10561   SHANNON PL 32 E"
552,"El Paso","TX","10561   SHANNON PL 35 E"
553,"El Paso","TX","10561   SHANNON PL 4 A"
554,"El Paso","TX","10561   SHANNON PL 4 C"
555,"El Paso","TX","10561   SHANNON PL 49 G"
556,"El Paso","TX","10561   SHANNON PL 5 A"
557,"El Paso","TX","10561   SHANNON PL 52 G"
558,"El Paso","TX","10561   SHANNON PL 57 H"
559,"El Paso","TX","10561   SHANNON PL 6"
560,"El Paso","TX","10561   SHANNON PL 81"
561,"El Paso","TX","10561   SHANNON PL 81 L"
562,"El Paso","TX","10561   SHANNON PL 84"
563,"El Paso","TX","10561   SHANNON PL 85 L"
564,"El Paso","TX","10561   SHANNON PL 94 M"
565,"El Paso","TX","10561   SHANNON PL A 7"
566,"El Paso","TX","10561   SHANNON PL B14"
567,"El Paso","TX","10561   SHANNON PL C21 C"
568,"El Paso","TX","10561   SHANNON PL E31"
569,"El Paso","TX","10561   SHANNON PL E34"
570,"El Paso","TX","10561   SHANNON PL G46"
571,"El Paso","TX","10561   SHANNON PL G49"
572,"El Paso","TX","10561   SHANNON PL G51"
573,"El Paso","TX","10561   SHANNON PL M92"
574,"El Paso","TX","10561   SHANNON PL O106"
575,"El Paso","TX","10561   SHANNON PL T"
576,"El Paso","TX","10561   SHANNON PL Y170"
577,"El Paso","TX","10567   KINROSS AVE A"
578,"El Paso","TX","10567   KINROSS AVE B"
579,"El Paso","TX","10571   LAKEWOOD AVE REAR"
580,"El Paso","TX","10583   KINROSS AVE A"
581,"El Paso","TX","1059   LAFAYETTE DR 3"
582,"El Paso","TX","106   ALAN A DALE LN"
583,"El Paso","TX","106 E FATHER RAHM AVE 6"
584,"El Paso","TX","1060   DONIPHAN PARK CIR B"
585,"El Paso","TX","10600   ANDREW BARC"
586,"El Paso","TX","10600   KINROSS AVE A"
587,"El Paso","TX","10600   WADSW"
588,"El Paso","TX","10601   KINROSS AVE D"
589,"El Paso","TX","10604   CAPT VALTR DR"
590,"El Paso","TX","10608   SPRINGWOOD DR A"
591,"El Paso","TX","10608   SPRINGWOOD DR C"
592,"El Paso","TX","10609   CAPT VALTR DR"
593,"El Paso","TX","10609   CUATRO VISTAS DR A"
594,"El Paso","TX","10620   KINROSS AVE A"
595,"El Paso","TX","10620   KINROSS AVE C"
596,"El Paso","TX","10625   SPRINGWOOD DR A"
597,"El Paso","TX","10626   MCCOMBS ST 10"
598,"El Paso","TX","10632   SPRINGWOOD DR D"
599,"El Paso","TX","10633   SPRINGWOOD DR   A"
600,"El Paso","TX","10633   SPRINGWOOD DR C"
601,"El Paso","TX","10635   GATEWAY WEST BLVD 238"
602,"El Paso","TX","10635   GATEWAY WEST BLVD 239"
603,"El Paso","TX","10635   GATEWAY WEST BLVD 308"
604,"El Paso","TX","10635   GATEWAY WEST BLVD 310"
605,"El Paso","TX","10635   GATEWAY WEST BLVD 332"
606,"El Paso","TX","10635   GATEWAY WEST BLVD 336"
607,"El Paso","TX","10635   GATEWAY WEST BLVD 341"
608,"El Paso","TX","10635   GATEWAY WEST BLVD 343"
609,"El Paso","TX","10635   GATEWAY WEST BLVD 346"
610,"El Paso","TX","10637   EDGEMERE BLVD   B"
611,"El Paso","TX","10637   EDGEMERE BLVD 04 B"
612,"El Paso","TX","10637   EDGEMERE BLVD 11 B"
613,"El Paso","TX","10637   EDGEMERE BLVD 12 E"
614,"El Paso","TX","10637   EDGEMERE BLVD 15 B"
615,"El Paso","TX","10637   EDGEMERE BLVD 3 E"
616,"El Paso","TX","10637   EDGEMERE BLVD 4 D"
617,"El Paso","TX","10637   EDGEMERE BLVD 5"
618,"El Paso","TX","10637   EDGEMERE BLVD 5 F"
619,"El Paso","TX","10637   EDGEMERE BLVD 6 B"
620,"El Paso","TX","10637   EDGEMERE BLVD 8 B"
621,"El Paso","TX","10637   EDGEMERE BLVD 9 C"
622,"El Paso","TX","10637   EDGEMERE BLVD 9 E"
623,"El Paso","TX","10637   EDGEMERE BLVD A 10"
624,"El Paso","TX","10637   EDGEMERE BLVD A13"
625,"El Paso","TX","10637   EDGEMERE BLVD B 15"
626,"El Paso","TX","10637   EDGEMERE BLVD B13"
627,"El Paso","TX","10637   EDGEMERE BLVD C12 C"
628,"El Paso","TX","10637   EDGEMERE BLVD C8 C"
629,"El Paso","TX","10637   EDGEMERE BLVD D1"
630,"El Paso","TX","10637   EDGEMERE BLVD E8"
631,"El Paso","TX","10637   EDGEMERE BLVD F09"
632,"El Paso","TX","10637   EDGEMERE BLVD POOL"
633,"El Paso","TX","10637   SPRINGWOOD DR B"
634,"El Paso","TX","10640   CUATRO VISTAS DR A"
635,"El Paso","TX","10640   CUATRO VISTAS DR D"
636,"El Paso","TX","10648   ISLEROCK DR B"
637,"El Paso","TX","10650   PICO NORTE RD 59 E"
638,"El Paso","TX","10650   PICO NORTE RD 72"
639,"El Paso","TX","10656   PICO NORTE RD 23"
640,"El Paso","TX","10656   PICO NORTE RD 29"
641,"El Paso","TX","10656   PICO NORTE RD 30 F"
642,"El Paso","TX","10656   PICO NORTE RD 55 I"
643,"El Paso","TX","10656   PICO NORTE RD 62"
644,"El Paso","TX","10656   PICO NORTE RD 64"
645,"El Paso","TX","10656   PICO NORTE RD 7"
646,"El Paso","TX","10656   PICO NORTE RD 72 K"
647,"El Paso","TX","10657   VISTA DEL SOL DR   F"
648,"El Paso","TX","10661   VISTA DEL SOL DR 16"
649,"El Paso","TX","10661   VISTA DEL SOL DR 18"
650,"El Paso","TX","10661   VISTA DEL SOL DR 24 12"
651,"El Paso","TX","10661   VISTA DEL SOL DR 42"
652,"El Paso","TX","10661   VISTA DEL SOL DR 52 13"
653,"El Paso","TX","10661   VISTA DEL SOL DR 53"
654,"El Paso","TX","10661   VISTA DEL SOL DR 56"
655,"El Paso","TX","10661   VISTA DEL SOL DR 57"
656,"El Paso","TX","10668   CARDIGAN DR"
657,"El Paso","TX","107   ALAN A DALE LN"
658,"El Paso","TX","107 E RIVER AVE 4"
659,"El Paso","TX","107 E RIVER AVE 5"
660,"El Paso","TX","107 W SUNSET DR"
661,"El Paso","TX","10700   GATEWAY EAST BLVD EPCC 8040"
662,"El Paso","TX","10700   SPORTS CT D"
663,"El Paso","TX","10700   VISTA DEL SOL DR 35"
664,"El Paso","TX","10700   VISTA DEL SOL DR 41 10"
665,"El Paso","TX","10700   VISTA DEL SOL DR 53"
666,"El Paso","TX","10700   VISTA DEL SOL DR 54"
667,"El Paso","TX","10700   VISTA DEL SOL DR 6"
668,"El Paso","TX","10700   VISTA DEL SOL DR 62 15"
669,"El Paso","TX","10700   VISTA DEL SOL DR 65"
670,"El Paso","TX","10700   VISTA DEL SOL DR 69"
671,"El Paso","TX","10700   VISTA DEL SOL DR 72"
672,"El Paso","TX","10700   VISTA DEL SOL DR 80"
673,"El Paso","TX","10700   VISTA DEL SOL DR 86"
674,"El Paso","TX","10701   SPORTS CT A"
675,"El Paso","TX","10701   SPORTS CT C"
676,"El Paso","TX","10701   SPORTS CT D"
677,"El Paso","TX","10701   VISTA DEL SOL DR   2"
678,"El Paso","TX","10701   VISTA DEL SOL DR   C"
679,"El Paso","TX","10701   VISTA DEL SOL DR   F"
680,"El Paso","TX","10701   VISTA DEL SOL DR 10"
681,"El Paso","TX","10701   VISTA DEL SOL DR 10 A"
682,"El Paso","TX","10701   VISTA DEL SOL DR 101 G"
683,"El Paso","TX","10701   VISTA DEL SOL DR 102"
684,"El Paso","TX","10701   VISTA DEL SOL DR 103"
685,"El Paso","TX","10701   VISTA DEL SOL DR 114 H"
686,"El Paso","TX","10701   VISTA DEL SOL DR 120 H"
687,"El Paso","TX","10701   VISTA DEL SOL DR 122 H"
688,"El Paso","TX","10701   VISTA DEL SOL DR 126 H"
689,"El Paso","TX","10701   VISTA DEL SOL DR 149"
690,"El Paso","TX","10701   VISTA DEL SOL DR 155 O"
691,"El Paso","TX","10701   VISTA DEL SOL DR 157 J"
692,"El Paso","TX","10701   VISTA DEL SOL DR 171 K"
693,"El Paso","TX","10701   VISTA DEL SOL DR 174"
694,"El Paso","TX","10701   VISTA DEL SOL DR 177"
695,"El Paso","TX","10701   VISTA DEL SOL DR 193"
696,"El Paso","TX","10701   VISTA DEL SOL DR 203"
697,"El Paso","TX","10701   VISTA DEL SOL DR 205"
698,"El Paso","TX","10701   VISTA DEL SOL DR 208"
699,"El Paso","TX","10701   VISTA DEL SOL DR 209"
700,"El Paso","TX","10701   VISTA DEL SOL DR 211 M"
701,"El Paso","TX","10701   VISTA DEL SOL DR 212"
702,"El Paso","TX","10701   VISTA DEL SOL DR 212 N"
703,"El Paso","TX","10701   VISTA DEL SOL DR 22"
704,"El Paso","TX","10701   VISTA DEL SOL DR 226 O"
705,"El Paso","TX","10701   VISTA DEL SOL DR 253"
706,"El Paso","TX","10701   VISTA DEL SOL DR 254"
707,"El Paso","TX","10701   VISTA DEL SOL DR 254 Q"
708,"El Paso","TX","10701   VISTA DEL SOL DR 257"
709,"El Paso","TX","10701   VISTA DEL SOL DR 262 Q"
710,"El Paso","TX","10701   VISTA DEL SOL DR 27"
711,"El Paso","TX","10701   VISTA DEL SOL DR 48"
712,"El Paso","TX","10701   VISTA DEL SOL DR 54 D"
713,"El Paso","TX","10701   VISTA DEL SOL DR 56 D"
714,"El Paso","TX","10701   VISTA DEL SOL DR 59 D"
715,"El Paso","TX","10701   VISTA DEL SOL DR 67 E"
716,"El Paso","TX","10701   VISTA DEL SOL DR 90 F"
717,"El Paso","TX","10701   VISTA DEL SOL DR 96 F"
718,"El Paso","TX","10701   VISTA DEL SOL DR N212"
719,"El Paso","TX","10701   VISTA DEL SOL DR Q55"
720,"El Paso","TX","10705   GATEWAY WEST BLVD 102"
721,"El Paso","TX","10708   CORAL SANDS DR"
722,"El Paso","TX","10708   FOREST RIDGE LN C"
723,"El Paso","TX","10708   SPORTS CT A"
724,"El Paso","TX","10710   GATEWAY NORTH BLVD   10"
725,"El Paso","TX","10710   GATEWAY NORTH BLVD 10 B"
726,"El Paso","TX","10710   GATEWAY NORTH BLVD B7"
727,"El Paso","TX","10712   CAPT VALTR DR"
728,"El Paso","TX","10712   SPORTS CT A"
729,"El Paso","TX","10715   FOREST RIDGE LN C"
730,"El Paso","TX","10716   FOREST RIDGE LN A"
731,"El Paso","TX","10720   MCCOMBS ST"
732,"El Paso","TX","10725   FOREST RIDGE LN 1"
733,"El Paso","TX","10728   CAPT VALTR DR"
734,"El Paso","TX","1073   COUNRTY CLUB"
735,"El Paso","TX","1073   COUNTRY"
736,"El Paso","TX","10730   ADAUTO CT 11"
737,"El Paso","TX","10730   ADAUTO CT 16"
738,"El Paso","TX","10732   CAPT VALTR DR"
739,"El Paso","TX","10737   GATEWAY WEST BLVD 105"
740,"El Paso","TX","10737   GATEWAY WEST BLVD 240"
741,"El Paso","TX","10740   GEMSTONE ST REAR"
742,"El Paso","TX","10746   SHADY VALLEY DR"
743,"El Paso","TX","10748   MARTIN LUTHER KING"
744,"El Paso","TX","10761   PEBBLE HILLS BLVD A"
745,"El Paso","TX","10767   GATEWAY WEST BLVD 400 BRP"
746,"El Paso","TX","10767   GATEWAY WEST BLVD 520"
747,"El Paso","TX","10767   GATEWAY WEST BLVD 600FC"
748,"El Paso","TX","10768   VISTA DEL SOL DR D"
749,"El Paso","TX","10770   ELISE ST"
750,"El Paso","TX","10771   GATEWAY SOUTH BLVD   101"
751,"El Paso","TX","10771   GATEWAY SOUTH BLVD 104 J"
752,"El Paso","TX","10785   VISTA DEL SOL DR A"
753,"El Paso","TX","10785   VISTA DEL SOL DR C C"
754,"El Paso","TX","108   BAUXITE AVE B"
755,"El Paso","TX","108   VAQUERO LN 11"
756,"El Paso","TX","108   VAQUERO LN 137"
757,"El Paso","TX","108 E CASTELLANO DR 101"
758,"El Paso","TX","108 E CASTELLANO DR 107"
759,"El Paso","TX","108 E CASTELLANO DR 203"
760,"El Paso","TX","108 W CASTELLANO DR 106"
761,"El Paso","TX","108 W CROSBY AVE 4"
762,"El Paso","TX","10800   ADIN ST"
763,"El Paso","TX","10800   MCCOMBS ST   3"
764,"El Paso","TX","10800   MCCOMBS ST 103 11"
765,"El Paso","TX","10800   MCCOMBS ST 11103"
766,"El Paso","TX","10800   MCCOMBS ST 12"
767,"El Paso","TX","10800   MCCOMBS ST 12201 12"
768,"El Paso","TX","10800   MCCOMBS ST 16203"
769,"El Paso","TX","10800   MCCOMBS ST 2101 2"
770,"El Paso","TX","10800   MCCOMBS ST 3102"
771,"El Paso","TX","10800   MCCOMBS ST 3702"
772,"El Paso","TX","10800   MCCOMBS ST 6103"
773,"El Paso","TX","10800   MCCOMBS ST 6203 6"
774,"El Paso","TX","10800   MCCOMBS ST 8202 8"
775,"El Paso","TX","10800   MCCOMBS ST 8203"
776,"El Paso","TX","10801   POZA RICA CT D"
777,"El Paso","TX","10811   POZA RICA CT D"
778,"El Paso","TX","10820   VISTA LOMAS DR"
779,"El Paso","TX","10824   IVANHOE DR D"
780,"El Paso","TX","10840   KENWORTHY"
781,"El Paso","TX","10851   GATEWAY SOUTH BLVD   800"
782,"El Paso","TX","10851   GATEWAY SOUTH BLVD 100"
783,"El Paso","TX","10851   GATEWAY SOUTH BLVD 800"
784,"El Paso","TX","10865   EDGEMERE BLVD 12 G"
785,"El Paso","TX","10865   EDGEMERE BLVD 2 J"
786,"El Paso","TX","10865   EDGEMERE BLVD 3 H"
787,"El Paso","TX","10865   EDGEMERE BLVD 6 J"
788,"El Paso","TX","10865   EDGEMERE BLVD 7 J"
789,"El Paso","TX","10865   EDGEMERE BLVD C5"
790,"El Paso","TX","10865   EDGEMERE BLVD C6"
791,"El Paso","TX","10865   EDGEMERE BLVD D8"
792,"El Paso","TX","10865   EDGEMERE BLVD E8"
793,"El Paso","TX","10865   EDGEMERE BLVD F11 F"
794,"El Paso","TX","10865   EDGEMERE BLVD F5"
795,"El Paso","TX","10865   EDGEMERE BLVD F8"
796,"El Paso","TX","10865   EDGEMERE BLVD F9"
797,"El Paso","TX","10865   EDGEMERE BLVD G1 G"
798,"El Paso","TX","10865   EDGEMERE BLVD H3"
799,"El Paso","TX","10865   EDGEMERE BLVD J6 R"
800,"El Paso","TX","10880   EDGEMERE BLVD 310 A"
801,"El Paso","TX","1089   CHRISTY AVE"
802,"El Paso","TX","1089   RALPHEENE ST B"
803,"El Paso","TX","10891   EDGEMERE BLVD 2"
804,"El Paso","TX","10891   EDGEMERE BLVD 3 H"
805,"El Paso","TX","10891   EDGEMERE BLVD 4 H"
806,"El Paso","TX","10891   EDGEMERE BLVD 6 F"
807,"El Paso","TX","10891   EDGEMERE BLVD 7 D"
808,"El Paso","TX","10891   EDGEMERE BLVD 8 I"
809,"El Paso","TX","10891   EDGEMERE BLVD B2 B"
810,"El Paso","TX","10891   EDGEMERE BLVD B3"
811,"El Paso","TX","10891   EDGEMERE BLVD E3"
812,"El Paso","TX","10891   EDGEMERE BLVD K6"
813,"El Paso","TX","10891   EDGEMERE BLVD POOL"
814,"El Paso","TX","109   ARTCRAFT ORD GARY HWY"
815,"El Paso","TX","109   COLD"
816,"El Paso","TX","109   COLDW"
817,"El Paso","TX","109   TANGIER PL 9"
818,"El Paso","TX","109 N MESA ST 2"
819,"El Paso","TX","109 N MESA ST 3B"
820,"El Paso","TX","109 N OREGON ST   1300"
821,"El Paso","TX","109 N PIEDRAS ST"
822,"El Paso","TX","10900   DIZZY DEAN PL"
823,"El Paso","TX","10900   RESE"
824,"El Paso","TX","10901   BOB STONE DR B"
825,"El Paso","TX","10901   BOB STONE DR D"
826,"El Paso","TX","10901   TOM WEISKOPF DR B"
827,"El Paso","TX","10904   BOB STONE DR D"
828,"El Paso","TX","10905   BOB STONE DR C"
829,"El Paso","TX","10905   TOM WEISKOPF DR B"
830,"El Paso","TX","10907   BOB STONE DR D"
831,"El Paso","TX","10909   SAGEBRUSH WAY B"
832,"El Paso","TX","10913   SAGEBRUSH WAY B"
833,"El Paso","TX","10913   SAGEBRUSH WAY B EP"
834,"El Paso","TX","10916   SAGEBRUSH WAY A"
835,"El Paso","TX","10925   HIGHWOOD WAY A"
836,"El Paso","TX","10928   DELAFIELD DR B"
837,"El Paso","TX","10930   DELAFIELD DR B"
838,"El Paso","TX","10933   GARY PLAYER DR"
839,"El Paso","TX","10936   CATTLE RANCH ST"
840,"El Paso","TX","10937   RAY MENA DR"
841,"El Paso","TX","10950   PELLICANO DR D"
842,"El Paso","TX","10953   RAY MENA DR"
843,"El Paso","TX","10965   BEN CRENSHAW DR 2"
844,"El Paso","TX","10965   BEN CRENSHAW DR D3"
845,"El Paso","TX","10965   DELAFIELD DR A"
846,"El Paso","TX","10965   DELAFIELD DR B"
847,"El Paso","TX","10968   DELAFIELD DR B"
848,"El Paso","TX","10980   PEBBLE HILLS BLVD 69"
849,"El Paso","TX","11   LOOP375 E HWY"
850,"El Paso","TX","110   FINITA CT 31"
851,"El Paso","TX","110   FINITA CT 49"
852,"El Paso","TX","110   MESA PARK DR   '200"
853,"El Paso","TX","110 S FESTIVAL DR   D"
854,"El Paso","TX","110 S FESTIVAL DR 7 D"
855,"El Paso","TX","110 S FESTIVAL DR 8 D"
856,"El Paso","TX","110 S FESTIVAL DR C 3"
857,"El Paso","TX","110 S FESTIVAL DR C3"
858,"El Paso","TX","110 S FESTIVAL DR C7"
859,"El Paso","TX","110 S GRAMA ST 104"
860,"El Paso","TX","110 W CROSBY AVE 6"
861,"El Paso","TX","1100   ARLO"
862,"El Paso","TX","1100   HAW"
863,"El Paso","TX","1100   JIM BEAN"
864,"El Paso","TX","1100   LOMA DE COLOR"
865,"El Paso","TX","1100   MAG"
866,"El Paso","TX","1100   MISSION RIDGE BLVD"
867,"El Paso","TX","1100   MONTANA AVE 202"
868,"El Paso","TX","1100   SOUTHVIEW DR SISD"
869,"El Paso","TX","1100 E NINTH AVE 27"
870,"El Paso","TX","1100 E NINTH AVE 52"
871,"El Paso","TX","1100 E YANDELL DR A"
872,"El Paso","TX","1100 N OCHOA ST 3"
873,"El Paso","TX","1100 N STANTON ST EPCC"
874,"El Paso","TX","11001   DYER ST   16"
875,"El Paso","TX","11001   DYER ST   24"
876,"El Paso","TX","11001   DYER ST   36"
877,"El Paso","TX","11001   DYER ST   38"
878,"El Paso","TX","11001   DYER ST 121"
879,"El Paso","TX","11001   DYER ST 13"
880,"El Paso","TX","11001   DYER ST 13 1"
881,"El Paso","TX","11001   DYER ST 132 13"
882,"El Paso","TX","11001   DYER ST 133 13"
883,"El Paso","TX","11001   DYER ST 161"
884,"El Paso","TX","11001   DYER ST 161 16"
885,"El Paso","TX","11001   DYER ST 181 8"
886,"El Paso","TX","11001   DYER ST 204"
887,"El Paso","TX","11001   DYER ST 204 20"
888,"El Paso","TX","11001   DYER ST 211"
889,"El Paso","TX","11001   DYER ST 213"
890,"El Paso","TX","11001   DYER ST 243"
891,"El Paso","TX","11001   DYER ST 253"
892,"El Paso","TX","11001   DYER ST 261"
893,"El Paso","TX","11001   DYER ST 264"
894,"El Paso","TX","11001   DYER ST 273"
895,"El Paso","TX","11001   DYER ST 301 30"
896,"El Paso","TX","11001   DYER ST 314"
897,"El Paso","TX","11001   DYER ST 324"
898,"El Paso","TX","11001   DYER ST 33 3"
899,"El Paso","TX","11001   DYER ST 331 31"
900,"El Paso","TX","11001   DYER ST 351"
901,"El Paso","TX","11001   DYER ST 362"
902,"El Paso","TX","11001   DYER ST 381"
903,"El Paso","TX","11001   DYER ST 384"
904,"El Paso","TX","11001   DYER ST 41"
905,"El Paso","TX","11001   DYER ST 424"
906,"El Paso","TX","11001   DYER ST 43"
907,"El Paso","TX","11001   DYER ST 44 4"
908,"El Paso","TX","11001   DYER ST 443"
909,"El Paso","TX","11001   DYER ST 51"
910,"El Paso","TX","11001   DYER ST 74"
911,"El Paso","TX","11001   DYER ST 92 9"
912,"El Paso","TX","11001   DYER ST 93"
913,"El Paso","TX","11008   LAKEWOOD AVE"
914,"El Paso","TX","1101   MONTWOOD"
915,"El Paso","TX","1101   MYRTLE AVE 10"
916,"El Paso","TX","11011   SERGEANT MAJOR BLVD   11009"
917,"El Paso","TX","11021   DYER ST 154 15"
918,"El Paso","TX","11021   DYER ST 273"
919,"El Paso","TX","11021   DYER ST 294 29"
920,"El Paso","TX","11021   DYER ST 421"
921,"El Paso","TX","11021   DYER ST 421 42"
922,"El Paso","TX","11021   DYER ST 44"
923,"El Paso","TX","11021   DYER ST 54"
924,"El Paso","TX","11025   VISTA DEL SOL DR 1108"
925,"El Paso","TX","11025   VISTA DEL SOL DR 2112"
926,"El Paso","TX","11025   VISTA DEL SOL DR 2113 I"
927,"El Paso","TX","11025   VISTA DEL SOL DR 2123"
928,"El Paso","TX","11025   VISTA DEL SOL DR 2136"
929,"El Paso","TX","11025   VISTA DEL SOL DR 2147"
930,"El Paso","TX","11025   VISTA DEL SOL DR 2158"
931,"El Paso","TX","11025   VISTA DEL SOL DR 2158 M"
932,"El Paso","TX","11025   VISTA DEL SOL DR 2163"
933,"El Paso","TX","11025   VISTA DEL SOL DR 221 A"
934,"El Paso","TX","11025   VISTA DEL SOL DR 2216"
935,"El Paso","TX","11025   VISTA DEL SOL DR 2218"
936,"El Paso","TX","11025   VISTA DEL SOL DR 2226"
937,"El Paso","TX","11025   VISTA DEL SOL DR 2231 K"
938,"El Paso","TX","11025   VISTA DEL SOL DR 2246 K"
939,"El Paso","TX","11025   VISTA DEL SOL DR 2251 L"
940,"El Paso","TX","11025   VISTA DEL SOL DR 2252"
941,"El Paso","TX","1103 E YANDELL DR 4"
942,"El Paso","TX","1103 E YANDELL DR 5"
943,"El Paso","TX","11032   SUNSHINE CT 319"
944,"El Paso","TX","11033   GATEWAY WEST BLVD 121"
945,"El Paso","TX","11033   GATEWAY WEST BLVD 127"
946,"El Paso","TX","11033   GATEWAY WEST BLVD 135"
947,"El Paso","TX","11033   GATEWAY WEST BLVD 150"
948,"El Paso","TX","11033   GATEWAY WEST BLVD 203 2FLR"
949,"El Paso","TX","11033   GATEWAY WEST BLVD 209"
950,"El Paso","TX","11033   GATEWAY WEST BLVD 211"
951,"El Paso","TX","11033   GATEWAY WEST BLVD 247"
952,"El Paso","TX","11033   GATEWAY WEST BLVD 250"
953,"El Paso","TX","11033   GATEWAY WEST BLVD 260"
954,"El Paso","TX","11033   GATEWAY WEST BLVD 265"
955,"El Paso","TX","1104   AVALON DR H"
956,"El Paso","TX","11040   VISTA DEL SOL DR   A"
957,"El Paso","TX","11040   VISTA DEL SOL DR A"
958,"El Paso","TX","11049   GATEWAY WEST BLVD 112"
959,"El Paso","TX","11049   GATEWAY WEST BLVD 121"
960,"El Paso","TX","11049   GATEWAY WEST BLVD 124"
961,"El Paso","TX","11049   GATEWAY WEST BLVD 127"
962,"El Paso","TX","11049   GATEWAY WEST BLVD 128"
963,"El Paso","TX","11049   GATEWAY WEST BLVD 142"
964,"El Paso","TX","11049   GATEWAY WEST BLVD 201"
965,"El Paso","TX","11049   GATEWAY WEST BLVD 219"
966,"El Paso","TX","11049   GATEWAY WEST BLVD 220"
967,"El Paso","TX","11049   GATEWAY WEST BLVD 222"
968,"El Paso","TX","1105   AVALON DR B"
969,"El Paso","TX","1105   AVALON DR F"
970,"El Paso","TX","1105   CATALINA WAY D"
971,"El Paso","TX","1105 N VIRGINIA ST 12"
972,"El Paso","TX","1105 S PARK ST 1101"
973,"El Paso","TX","1106 E RIO GRANDE AVE A"
974,"El Paso","TX","1106 E WYOMING AVE REAR"
975,"El Paso","TX","1106 E YANDELL DR 10"
976,"El Paso","TX","11062   VISTA DEL SOL DR 1 E"
977,"El Paso","TX","11062   VISTA DEL SOL DR 1 H"
978,"El Paso","TX","11062   VISTA DEL SOL DR 1C"
979,"El Paso","TX","11062   VISTA DEL SOL DR 3 G"
980,"El Paso","TX","11062   VISTA DEL SOL DR 4G"
981,"El Paso","TX","11062   VISTA DEL SOL DR 5 C"
982,"El Paso","TX","11062   VISTA DEL SOL DR 5C"
983,"El Paso","TX","11062   VISTA DEL SOL DR 8 D"
984,"El Paso","TX","11062   VISTA DEL SOL DR 8A"
